No,Line,Latitude,Longitude,Name,Description,Symbol
005323,005323,,,=== Point of Interest ===,,Dot
005324,005324,,,=== City ===,,Dot
005325,005325,,,=== Intersection ===,,Dot
005326,005326,,,=== City ===,,Dot
005327,005327,,,=== City ===,,Dot
005329,005329,,,=== Point of Interest ===,,Dot
005330,005330,,,=== Point of Interest ===,,Dot
005331,005331,,,=== City ===,,Dot
005332,005332,,,=== City ===,,Dot
005333,005333,,,=== City ===,,Dot
005335,005335,,,=== Point of Interest ===,,Dot
005336,005336,,,=== Point of Interest ===,,Dot
005337,005337,,,=== Point of Interest ===,,Dot
005338,005338,,,=== Point of Interest ===,,Dot
005339,005339,40.600068,-91.304907,Tyson Creek,Tyson Creek,Dot
005340,005340,,,=== City ===,,Dot
005341,005341,,,=== City ===,,Dot
005342,005342,,,=== City ===,,Dot
005343,005343,,,=== City ===,,Dot
005345,005345,,,=== Point of Interest ===,,Dot
005346,005346,,,=== Point of Interest ===,,Dot
005347,005347,,,=== Point of Interest ===,,Dot
005348,005348,,,=== Point of Interest ===,,Dot
005349,005349,40.450944,-91.369429,Waggoner Creek,Waggoner Creek,Dot
005350,005350,40.403525,-91.351956,Chaney Creek,Chaney Creek,Dot
005351,005351,,,=== Intersection ===,,Dot
005352,005352,,,=== Intersection ===,,Dot
005353,005353,,,=== Intersection ===,,Dot
005354,005354,,,=== Intersection ===,,Dot
005365,005365,,,=== Point of Interest ===,,Dot
005366,005366,,,=== Point of Interest ===,,Dot
005367,005367,,,=== Point of Interest ===,,Dot
005368,005368,,,=== City ===,,Dot
005369,005369,,,=== City ===,,Dot
005370,005370,,,=== City ===,,Dot
005372,005372,,,=== Point of Interest ===,,Dot
005373,005373,,,=== Point of Interest ===,,Dot
005374,005374,,,=== Point of Interest ===,,Dot
005375,005375,40.373503,-91.383602,Crystal Glen Creek,Crystal Glen Creek,Dot
005376,005376,,,=== Intersection ===,,Dot
005377,005377,,,=== Intersection ===,,Dot
005378,005378,,,=== Intersection ===,,Dot
005379,005379,,,=== Intersection ===,,Dot
005382,005382,,,=== Point of Interest ===,,Dot
005383,005383,,,=== Point of Interest ===,,Dot
005384,005384,,,=== Point of Interest ===,,Dot
005385,005385,,,=== City ===,,Dot
005386,005386,,,=== City ===,,Dot
005387,005387,,,=== City ===,,Dot
005389,005389,,,=== Point of Interest ===,,Dot
005390,005390,,,=== Point of Interest ===,,Dot
005391,005391,,,=== Point of Interest ===,,Dot
005392,005392,40.248868,-91.418091,Jennifer Creek,Jennifer Creek,Dot
005393,005393,40.229088,-91.418212,Petit Creek,Petit Creek,Dot
005394,005394,40.203294,-91.417834,Bluff Canal,Bluff Canal,Dot
005395,005395,,,=== Intersection ===,,Dot
005396,005396,,,=== Intersection ===,,Dot
005397,005397,,,=== Intersection ===,,Dot
005398,005398,,,=== Intersection ===,,Dot
005401,005401,,,=== Point of Interest ===,,Dot
005402,005402,,,=== Point of Interest ===,,Dot
005403,005403,,,=== Point of Interest ===,,Dot
005404,005404,,,=== Point of Interest ===,,Dot
005405,005405,40.074665,-91.395689,Ursa Creek,Ursa Creek,Dot
005406,005406,40.045407,-91.396706,Rock Creek,Rock Creek,Dot
005407,005407,40.034033,-91.398609,Frazier Creek,Frazier Creek,Dot
005408,005408,39.998372,-91.407984,Homan Creek,Homan Creek,Dot
005409,005409,,,=== Intersection ===,,Dot
005410,005410,,,=== Intersection ===,,Dot
005411,005411,,,=== Intersection ===,,Dot
005412,005412,,,=== Intersection ===,,Dot
005414,005414,,,=== Point of Interest ===,,Dot
005415,005415,,,=== Point of Interest ===,,Dot
005416,005416,,,=== Point of Interest ===,,Dot
005417,005417,,,=== City ===,,Dot
005418,005418,,,=== City ===,,Dot
005419,005419,,,=== City ===,,Dot
005420,005420,,,=== City ===,,Dot
005422,005422,,,=== Point of Interest ===,,Dot
005423,005423,,,=== Point of Interest ===,,Dot
005424,005424,,,=== Point of Interest ===,,Dot
005425,005425,,,=== Intersection ===,,Dot
005426,005426,,,=== Intersection ===,,Dot
005427,005427,,,=== Intersection ===,,Dot
005428,005428,,,=== Intersection ===,,Dot
005430,005430,,,=== Point of Interest ===,,Dot
005431,005431,,,=== Point of Interest ===,,Dot
005432,005432,,,=== Point of Interest ===,,Dot
005433,005433,,,=== Point of Interest ===,,Dot
005434,005434,39.935541,-91.414980,Cross Under Westbound US Hwy 24,Cross Under Westbound US Hwy 24,Dot
005435,005435,39.931798,-91.414978,Cross Under Eastbound US Hwy 24,Cross Under Eastbound US Hwy 24,Dot
005436,005436,,,=== Intersection ===,,Dot
005437,005437,,,=== Intersection ===,,Dot
005438,005438,,,=== Intersection ===,,Dot
005439,005439,,,=== Intersection ===,,Dot
005441,005441,,,=== Point of Interest ===,,Dot
005442,005442,,,=== Point of Interest ===,,Dot
005443,005443,,,=== Point of Interest ===,,Dot
005444,005444,,,=== Point of Interest ===,,Dot
005445,005445,39.909377,-91.409574,Curtis Creek,Curtis Creek,Dot
005446,005446,,,=== City ===,,Dot
005447,005447,,,=== City ===,,Dot
005448,005448,,,=== City ===,,Dot
005450,005450,,,=== Point of Interest ===,,Dot
005451,005451,,,=== Point of Interest ===,,Dot
005452,005452,,,=== Point of Interest ===,,Dot
005453,005453,39.798723,-91.319729,Austin Creek,Austin Creek,Dot
005454,005454,39.788429,-91.307833,Cross Under Interstate Hwy 172,Cross Under Interstate Hwy 172,Dot
005455,005455,,,=== Intersection ===,,Dot
005456,005456,,,=== Intersection ===,,Dot
005457,005457,,,=== Intersection ===,,Dot
005458,005458,,,=== Intersection ===,,Dot
005460,005460,,,=== Point of Interest ===,,Dot
005461,005461,,,=== Point of Interest ===,,Dot
005462,005462,,,=== Point of Interest ===,,Dot
005463,005463,,,=== Point of Interest ===,,Dot
005464,005464,39.759134,-91.303412,Cross Over Interstate Hwy 172,Cross Over Interstate Hwy 172,Dot
005465,005465,39.734952,-91.315965,Bird Slough,Bird Slough,Dot
005466,005466,,,=== City ===,,Dot
005467,005467,,,=== Intersection ===,,Dot
005468,005468,,,=== City ===,,Dot
005469,005469,,,=== City ===,,Dot
005471,005471,,,=== Point of Interest ===,,Dot
005472,005472,,,=== Point of Interest ===,,Dot
005473,005473,,,=== Point of Interest ===,,Dot
005474,005474,,,=== Intersection ===,,Dot
005475,005475,,,=== Intersection ===,,Dot
005476,005476,,,=== Intersection ===,,Dot
005477,005477,,,=== Intersection ===,,Dot
005479,005479,,,=== Point of Interest ===,,Dot
005480,005480,,,=== Point of Interest ===,,Dot
005481,005481,,,=== Point of Interest ===,,Dot
005482,005482,,,=== Point of Interest ===,,Dot
005483,005483,39.720340,-91.358189,Climb,Begin 158 Foot Elevation Gain Next 0.8 Miles (Grade:Avg 3.5% Max 7.1%),Dot
005484,005484,,,=== Intersection ===,,Dot
005485,005485,,,=== Intersection ===,,Dot
005486,005486,,,=== Intersection ===,,Dot
005487,005487,,,=== Intersection ===,,Dot
005490,005490,,,=== Point of Interest ===,,Dot
005491,005491,,,=== Point of Interest ===,,Dot
005492,005492,,,=== Point of Interest ===,,Dot
005493,005493,,,=== Point of Interest ===,,Dot
005494,005494,39.717976,-91.373329,Summit,End 158 Foot Elevation Gain,Dot
005495,005495,,,=== City ===,,Dot
005496,005496,,,=== City ===,,Dot
005497,005497,,,=== City ===,,Dot
005498,005498,,,=== City ===,,Dot
005500,005500,,,=== Point of Interest ===,,Dot
005501,005501,,,=== Point of Interest ===,,Dot
005502,005502,,,=== Point of Interest ===,,Dot
005503,005503,,,=== Point of Interest ===,,Dot
005504,005504,39.705787,-91.354396,Climb,Begin 174 Foot Elevation Gain Next 0.8 Miles (Grade:Avg 3.7% Max 5.3%),Dot
005505,005505,39.699481,-91.342176,Summit,End 174 Foot Elevation Gain,Dot
005506,005506,39.693859,-91.331907,Fall Creek,Fall Creek,Dot
005507,005507,39.670326,-91.311047,Climb,Begin 290 Foot Elevation Gain Next 1.7 Miles (Grade:Avg 3.1% Max 4.6%),Dot
005508,005508,39.648376,-91.311401,Summit,End 290 Foot Elevation Gain,Dot
005509,005509,39.636816,-91.274309,Climb,Begin 199 Foot Elevation Gain Next 1.1 Miles (Grade:Avg 3.5% Max 5.5%),Dot
005510,005510,39.636795,-91.274298,Hascall Creek,Hascall Creek,Dot
005511,005511,39.627428,-91.263077,Summit,End 199 Foot Elevation Gain,Dot
005512,005512,39.611499,-91.245577,Fools Creek,Fools Creek,Dot
005513,005513,39.611460,-91.245553,Climb,Begin 320 Foot Elevation Gain Next 1.1 Miles (Grade:Avg 4.8% Max 9.5%),Dot
005514,005514,39.600809,-91.231519,Summit,End 320 Foot Elevation Gain,Dot
005515,005515,39.578813,-91.199454,Battle Creek,Battle Creek,Dot
005516,005516,39.576689,-91.198779,Climb,Begin 294 Foot Elevation Gain Next 0.9 Miles (Grade:Avg 6.7% Max 11.0%),Dot
005517,005517,39.567015,-91.190243,Summit,End 294 Foot Elevation Gain,Dot
005518,005518,,,=== Intersection ===,,Dot
005519,005519,,,=== Intersection ===,,Dot
005520,005520,,,=== Intersection ===,,Dot
005521,005521,,,=== Intersection ===,,Dot
005523,005523,,,=== Point of Interest ===,,Dot
005524,005524,,,=== Point of Interest ===,,Dot
005525,005525,,,=== Point of Interest ===,,Dot
005526,005526,,,=== Point of Interest ===,,Dot
005527,005527,39.521792,-91.202692,Salt River,Salt River,Dot
005528,005528,39.513898,-91.206683,Haw Creek Slough,Haw Creek Slough,Dot
005529,005529,39.500952,-91.206760,Horn Branch,Horn Branch,Dot
005530,005530,39.482287,-91.155419,Climb,Begin 160 Foot Elevation Gain Next 0.7 Miles (Grade:Avg 4.5% Max 6.5%),Dot
005531,005531,39.472269,-91.155006,Summit,End 160 Foot Elevation Gain,Dot
005532,005532,39.470881,-91.102254,Grassy Creek,Grassy Creek,Dot
005533,005533,39.467826,-91.086367,Climb,Begin 245 Foot Elevation Gain Next 1.0 Miles (Grade:Avg 4.6% Max 5.6%),Dot
005534,005534,39.463325,-91.069643,Summit,End 245 Foot Elevation Gain,Dot
005535,005535,,,=== City ===,,Dot
005536,005536,,,=== Intersection ===,,Dot
005537,005537,,,=== City ===,,Dot
005538,005538,,,=== City ===,,Dot
005540,005540,,,=== Point of Interest ===,,Dot
005541,005541,,,=== Point of Interest ===,,Dot
005542,005542,,,=== City ===,,Dot
005543,005543,,,=== City ===,,Dot
005544,005544,,,=== City ===,,Dot
005546,005546,,,=== Point of Interest ===,,Dot
005547,005547,,,=== Point of Interest ===,,Dot
005548,005548,,,=== Intersection ===,,Dot
005549,005549,,,=== City ===,,Dot
005550,005550,,,=== City ===,,Dot
005552,005552,,,=== Point of Interest ===,,Dot
005553,005553,,,=== Point of Interest ===,,Dot
005554,005554,,,=== Point of Interest ===,,Dot
005555,005555,,,=== Intersection ===,,Dot
005556,005556,,,=== Intersection ===,,Dot
005557,005557,,,=== Intersection ===,,Dot
005558,005558,,,=== Intersection ===,,Dot
005560,005560,,,=== Point of Interest ===,,Dot
005561,005561,,,=== Point of Interest ===,,Dot
005562,005562,,,=== Point of Interest ===,,Dot
005563,005563,,,=== Point of Interest ===,,Dot
005564,005564,39.462480,-91.000310,Sand Slough,Sand Slough,Dot
005565,005565,39.462359,-90.987315,The Sny,The Sny,Dot
005566,005566,,,=== City ===,,Dot
005567,005567,,,=== Intersection ===,,Dot
005568,005568,,,=== City ===,,Dot
005569,005569,,,=== City ===,,Dot
005571,005571,,,=== Point of Interest ===,,Dot
005572,005572,,,=== Point of Interest ===,,Dot
005573,005573,,,=== Point of Interest ===,,Dot
005574,005574,,,=== City ===,,Dot
005575,005575,,,=== City ===,,Dot
005577,005577,,,=== Point of Interest ===,,Dot
005578,005578,,,=== Point of Interest ===,,Dot
005579,005579,,,=== Point of Interest ===,,Dot
005580,005580,39.429245,-90.848968,Bay Creek,Bay Creek,Dot
005581,005581,39.318503,-90.762761,West Panther Creek,West Panther Creek,Dot
005582,005582,39.296301,-90.751976,Crooked Creek,Crooked Creek,Dot
005583,005583,,,=== City ===,,Dot
005584,005584,,,=== Intersection ===,,Dot
005585,005585,,,=== City ===,,Dot
005586,005586,,,=== City ===,,Dot
005588,005588,,,=== Point of Interest ===,,Dot
005589,005589,,,=== Point of Interest ===,,Dot
005590,005590,,,=== Point of Interest ===,,Dot
005591,005591,,,=== Point of Interest ===,,Dot
005592,005592,39.294896,-90.718322,Fox Creek,Fox Creek,Dot
005593,005593,,,=== Intersection ===,,Dot
005594,005594,,,=== Intersection ===,,Dot
005595,005595,,,=== Intersection ===,,Dot
005596,005596,,,=== Intersection ===,,Dot
005598,005598,,,=== Point of Interest ===,,Dot
005599,005599,,,=== Point of Interest ===,,Dot
005600,005600,,,=== Point of Interest ===,,Dot
005601,005601,,,=== Point of Interest ===,,Dot
005602,005602,39.294893,-90.718343,Fox Creek,Fox Creek,Dot
005603,005603,,,=== Intersection ===,,Dot
005604,005604,,,=== Intersection ===,,Dot
005605,005605,,,=== Intersection ===,,Dot
005606,005606,,,=== Intersection ===,,Dot
005608,005608,,,=== Point of Interest ===,,Dot
005609,005609,,,=== Point of Interest ===,,Dot
005610,005610,,,=== Point of Interest ===,,Dot
005611,005611,,,=== Point of Interest ===,,Dot
005612,005612,39.280689,-90.738569,Fox Creek,Fox Creek,Dot
005613,005613,,,=== City ===,,Dot
005614,005614,,,=== City ===,,Dot
005615,005615,,,=== City ===,,Dot
005616,005616,,,=== City ===,,Dot
005618,005618,,,=== Point of Interest ===,,Dot
005619,005619,,,=== Point of Interest ===,,Dot
005620,005620,,,=== Point of Interest ===,,Dot
005621,005621,,,=== City ===,,Dot
005622,005622,,,=== City ===,,Dot
005624,005624,,,=== Point of Interest ===,,Dot
005625,005625,,,=== Point of Interest ===,,Dot
005626,005626,,,=== Intersection ===,,Dot
005627,005627,,,=== Intersection ===,,Dot
005628,005628,,,=== Intersection ===,,Dot
005629,005629,,,=== Intersection ===,,Dot
005632,005632,,,=== Point of Interest ===,,Dot
005633,005633,,,=== Point of Interest ===,,Dot
005634,005634,,,=== Point of Interest ===,,Dot
005635,005635,,,=== City ===,,Dot
005636,005636,,,=== City ===,,Dot
005637,005637,,,=== City ===,,Dot
005638,005638,,,=== City ===,,Dot
005640,005640,,,=== Point of Interest ===,,Dot
005641,005641,,,=== Point of Interest ===,,Dot
005642,005642,,,=== Point of Interest ===,,Dot
005643,005643,,,=== Point of Interest ===,,Dot
005644,005644,39.015808,-90.659229,Madison Creek,Madison Creek,Dot
005645,005645,,,=== Intersection ===,,Dot
005646,005646,,,=== Intersection ===,,Dot
005647,005647,,,=== Intersection ===,,Dot
005648,005648,,,=== Intersection ===,,Dot
005651,005651,,,=== Point of Interest ===,,Dot
005652,005652,,,=== Point of Interest ===,,Dot
005653,005653,,,=== Point of Interest ===,,Dot
005654,005654,,,=== Point of Interest ===,,Dot
005655,005655,38.951069,-90.635694,Metz Creek,Metz Creek,Dot
005656,005656,,,=== Intersection ===,,Dot
005657,005657,,,=== Intersection ===,,Dot
005658,005658,,,=== Intersection ===,,Dot
005659,005659,,,=== Intersection ===,,Dot
005661,005661,,,=== Point of Interest ===,,Dot
005662,005662,,,=== Point of Interest ===,,Dot
005663,005663,,,=== Point of Interest ===,,Dot
005664,005664,,,=== City ===,,Dot
005665,005665,,,=== Intersection ===,,Dot
005666,005666,,,=== City ===,,Dot
005667,005667,,,=== City ===,,Dot
005669,005669,,,=== Point of Interest ===,,Dot
005670,005670,,,=== Point of Interest ===,,Dot
005671,005671,,,=== Point of Interest ===,,Dot
005672,005672,,,=== City ===,,Dot
005673,005673,,,=== City ===,,Dot
005675,005675,,,=== Point of Interest ===,,Dot
005676,005676,,,=== Point of Interest ===,,Dot
005677,005677,,,=== Intersection ===,,Dot
005678,005678,,,=== City ===,,Dot
005679,005679,,,=== City ===,,Dot
005681,005681,,,=== Point of Interest ===,,Dot
005682,005682,,,=== Point of Interest ===,,Dot
005683,005683,,,=== Point of Interest ===,,Dot
005684,005684,,,=== Intersection ===,,Dot
005685,005685,,,=== Intersection ===,,Dot
005686,005686,,,=== Intersection ===,,Dot
005687,005687,,,=== Intersection ===,,Dot
005695,005695,,,=== Point of Interest ===,,Dot
005696,005696,,,=== Point of Interest ===,,Dot
005697,005697,,,=== Point of Interest ===,,Dot
005698,005698,,,=== City ===,,Dot
005699,005699,,,=== City ===,,Dot
005700,005700,,,=== City ===,,Dot
005701,005701,,,=== City ===,,Dot
005703,005703,,,=== Point of Interest ===,,Dot
005704,005704,,,=== Point of Interest ===,,Dot
005705,005705,,,=== Point of Interest ===,,Dot
005706,005706,,,=== Intersection ===,,Dot
005707,005707,,,=== Intersection ===,,Dot
005708,005708,,,=== Intersection ===,,Dot
005709,005709,,,=== Intersection ===,,Dot
005712,005712,,,=== Point of Interest ===,,Dot
005713,005713,,,=== Point of Interest ===,,Dot
005714,005714,,,=== Point of Interest ===,,Dot
005715,005715,,,=== Point of Interest ===,,Dot
005716,005716,38.962371,-90.389554,Sherman Hollow,Sherman Hollow,Dot
005717,005717,,,=== Intersection ===,,Dot
005718,005718,,,=== Intersection ===,,Dot
005719,005719,,,=== Intersection ===,,Dot
005720,005720,,,=== Intersection ===,,Dot
005722,005722,,,=== Point of Interest ===,,Dot
005723,005723,,,=== Point of Interest ===,,Dot
005724,005724,,,=== Point of Interest ===,,Dot
005725,005725,,,=== City ===,,Dot
005726,005726,,,=== Intersection ===,,Dot
005727,005727,,,=== City ===,,Dot
005728,005728,,,=== City ===,,Dot
005731,005731,,,=== Point of Interest ===,,Dot
005732,005732,,,=== Point of Interest ===,,Dot
005733,005733,,,=== City ===,,Dot
005734,005734,,,=== City ===,,Dot
005735,005735,,,=== City ===,,Dot
005737,005737,,,=== Point of Interest ===,,Dot
005738,005738,,,=== Point of Interest ===,,Dot
005739,005739,,,=== Point of Interest ===,,Dot
005740,005740,,,=== Intersection ===,,Dot
005741,005741,,,=== Intersection ===,,Dot
005742,005742,,,=== Intersection ===,,Dot
005743,005743,,,=== Intersection ===,,Dot
005749,005749,,,=== Point of Interest ===,,Dot
005750,005750,,,=== Point of Interest ===,,Dot
005751,005751,,,=== Point of Interest ===,,Dot
005752,005752,,,=== City ===,,Dot
005753,005753,,,=== Intersection ===,,Dot
005754,005754,,,=== City ===,,Dot
005755,005755,,,=== City ===,,Dot
005757,005757,,,=== Point of Interest ===,,Dot
005758,005758,,,=== Point of Interest ===,,Dot
005759,005759,,,=== Point of Interest ===,,Dot
005760,005760,,,=== Intersection ===,,Dot
005761,005761,,,=== Intersection ===,,Dot
005762,005762,,,=== Intersection ===,,Dot
